engineio.server, 620, 2022-09-15 19:00:03,620, 9af2bab6dd3f469ba9990820cf8922a9: Sending packet MESSAGE data 0, INFO
engineio.server, 627, 2022-09-15 19:00:03,627, 14c40b961370440fbae9a5a90b227cc1: Sending packet OPEN data {'sid': '14c40b961370440fbae9a5a90b227cc1', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 629, 2022-09-15 19:00:03,629, 14c40b961370440fbae9a5a90b227cc1: Sending packet MESSAGE data 0, INFO
engineio.server, 631, 2022-09-15 19:00:03,631, 250b1fc11fd5439eb81296cfeb263595: Sending packet OPEN data {'sid': '250b1fc11fd5439eb81296cfeb263595', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 632, 2022-09-15 19:00:03,632, 250b1fc11fd5439eb81296cfeb263595: Sending packet MESSAGE data 0, INFO
engineio.server, 634, 2022-09-15 19:00:03,634, 9af2bab6dd3f469ba9990820cf8922a9: Received packet MESSAGE data 0/chat, INFO
engineio.server, 635, 2022-09-15 19:00:03,635, 9af2bab6dd3f469ba9990820cf8922a9: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 641, 2022-09-15 19:00:03,641, 9af2bab6dd3f469ba9990820cf8922a9: Received request to upgrade to websocket, INFO
engineio.server, 647, 2022-09-15 19:00:03,647, 9af2bab6dd3f469ba9990820cf8922a9: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 649, 2022-09-15 19:00:03,649, received event "joined" from 9af2bab6dd3f469ba9990820cf8922a9 [/chat], INFO
socketio.server, 650, 2022-09-15 19:00:03,650, 9af2bab6dd3f469ba9990820cf8922a9 is entering room しし [/chat], INFO
socketio.server, 650, 2022-09-15 19:00:03,650, emitting event "status" to しし [/chat], INFO
engineio.server, 651, 2022-09-15 19:00:03,651, 9af2bab6dd3f469ba9990820cf8922a9: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 661, 2022-09-15 19:00:03,661, 9af2bab6dd3f469ba9990820cf8922a9: Upgrade to websocket successful, INFO
engineio.server, 893, 2022-09-15 19:00:15,893, 9af2bab6dd3f469ba9990820cf8922a9: Received packet MESSAGE data 2/chat,["text",{"msg":"??"}], INFO
socketio.server, 894, 2022-09-15 19:00:15,894, received event "text" from 9af2bab6dd3f469ba9990820cf8922a9 [/chat], INFO
socketio.server, 897, 2022-09-15 19:00:15,897, emitting event "message" to しし [/chat], INFO
engineio.server, 897, 2022-09-15 19:00:15,897, 9af2bab6dd3f469ba9990820cf8922a9: Sending packet MESSAGE data 2/chat,["message",{"msg":"host:??"}], INFO
engineio.server, 630, 2022-09-15 19:00:28,630, 9af2bab6dd3f469ba9990820cf8922a9: Received packet PING data None, INFO
engineio.server, 631, 2022-09-15 19:00:28,631, 9af2bab6dd3f469ba9990820cf8922a9: Sending packet PONG data None, INFO
engineio.server, 605, 2022-09-15 19:00:33,605, 75e888fbf6524b808404278b654f5147: Client is gone, closing socket, INFO
engineio.server, 607, 2022-09-15 19:00:33,607, 75e888fbf6524b808404278b654f5147: Client is gone, closing socket, INFO
engineio.server, 288, 2022-09-15 19:00:40,288, 25a36be43d554e5fa7ef53bb7098bf29: Client is gone, closing socket, INFO
engineio.server, 290, 2022-09-15 19:00:40,290, 25a36be43d554e5fa7ef53bb7098bf29: Client is gone, closing socket, INFO
engineio.server, 968, 2022-09-15 19:00:46,968, 1db229fca3e5409ead200fd07899273a: Client is gone, closing socket, INFO
engineio.server, 970, 2022-09-15 19:00:46,970, 1db229fca3e5409ead200fd07899273a: Client is gone, closing socket, INFO
engineio.server, 644, 2022-09-15 19:00:53,644, ebd6440058be4665afdab3996cfe19b9: Client is gone, closing socket, INFO
engineio.server, 646, 2022-09-15 19:00:53,646, ebd6440058be4665afdab3996cfe19b9: Client is gone, closing socket, INFO
engineio.server, 649, 2022-09-15 19:00:53,649, 9af2bab6dd3f469ba9990820cf8922a9: Received packet PING data None, INFO
engineio.server, 650, 2022-09-15 19:00:53,650, 9af2bab6dd3f469ba9990820cf8922a9: Sending packet PONG data None, INFO
engineio.server, 320, 2022-09-15 19:01:00,320, c1bb1cca5be54c6bae376f562627acaa: Client is gone, closing socket, INFO
engineio.server, 780, 2022-09-15 19:03:47,780, c1bb1cca5be54c6bae376f562627acaa: Client is gone, closing socket, INFO
engineio.server, 784, 2022-09-15 19:03:47,784, 5a3615c4d1a74ce794383c940f230bf3: Sending packet OPEN data {'sid': '5a3615c4d1a74ce794383c940f230bf3', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 784, 2022-09-15 19:03:47,784, 5a3615c4d1a74ce794383c940f230bf3: Sending packet MESSAGE data 0, INFO
engineio.server, 785, 2022-09-15 19:03:47,785, f700e44355e9412cbb7acc7ea3f18573: Sending packet OPEN data {'sid': 'f700e44355e9412cbb7acc7ea3f18573', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 786, 2022-09-15 19:03:47,786, f700e44355e9412cbb7acc7ea3f18573: Sending packet MESSAGE data 0, INFO
engineio.server, 787, 2022-09-15 19:03:47,787, a65c30d72b3e412c8003165aeb1cc567: Sending packet OPEN data {'sid': 'a65c30d72b3e412c8003165aeb1cc567', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 788, 2022-09-15 19:03:47,788, a65c30d72b3e412c8003165aeb1cc567: Sending packet MESSAGE data 0, INFO
engineio.server, 789, 2022-09-15 19:03:47,789, 6d88691363cd4a0aaf80ff9a9cab5d37: Sending packet OPEN data {'sid': '6d88691363cd4a0aaf80ff9a9cab5d37', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 789, 2022-09-15 19:03:47,789, 6d88691363cd4a0aaf80ff9a9cab5d37: Sending packet MESSAGE data 0, INFO
engineio.server, 790, 2022-09-15 19:03:47,790, 9af2bab6dd3f469ba9990820cf8922a9: Received packet PING data None, INFO
engineio.server, 790, 2022-09-15 19:03:47,790, 9af2bab6dd3f469ba9990820cf8922a9: Sending packet PONG data None, INFO
engineio.server, 792, 2022-09-15 19:03:47,792, 5a3615c4d1a74ce794383c940f230bf3: Received packet MESSAGE data 0/chat, INFO
engineio.server, 793, 2022-09-15 19:03:47,793, 5a3615c4d1a74ce794383c940f230bf3: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 795, 2022-09-15 19:03:47,795, 5a3615c4d1a74ce794383c940f230bf3: Received request to upgrade to websocket, INFO
engineio.server, 796, 2022-09-15 19:03:47,796, 5a3615c4d1a74ce794383c940f230bf3: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 796, 2022-09-15 19:03:47,796, received event "joined" from 5a3615c4d1a74ce794383c940f230bf3 [/chat], INFO
socketio.server, 798, 2022-09-15 19:03:47,798, 5a3615c4d1a74ce794383c940f230bf3 is entering room しし [/chat], INFO
socketio.server, 798, 2022-09-15 19:03:47,798, emitting event "status" to しし [/chat], INFO
engineio.server, 798, 2022-09-15 19:03:47,798, 5a3615c4d1a74ce794383c940f230bf3: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 808, 2022-09-15 19:03:47,808, 5a3615c4d1a74ce794383c940f230bf3: Upgrade to websocket successful, INFO
engineio.server, 464, 2022-09-15 19:03:54,464, 9def4f8e69e84575a5b1e8635db22874: Client is gone, closing socket, INFO
engineio.server, 465, 2022-09-15 19:03:54,465, 9def4f8e69e84575a5b1e8635db22874: Client is gone, closing socket, INFO
engineio.server, 818, 2022-09-15 19:04:07,818, 14c40b961370440fbae9a5a90b227cc1: Client is gone, closing socket, INFO
engineio.server, 26, 2022-09-15 19:04:21,026, 14c40b961370440fbae9a5a90b227cc1: Client is gone, closing socket, INFO
engineio.server, 30, 2022-09-15 19:04:21,030, 5a3615c4d1a74ce794383c940f230bf3: Received packet PING data None, INFO
engineio.server, 31, 2022-09-15 19:04:21,031, 5a3615c4d1a74ce794383c940f230bf3: Sending packet PONG data None, INFO
engineio.server, 712, 2022-09-15 19:04:27,712, 250b1fc11fd5439eb81296cfeb263595: Client is gone, closing socket, INFO
engineio.server, 714, 2022-09-15 19:04:27,714, 250b1fc11fd5439eb81296cfeb263595: Client is gone, closing socket, INFO
engineio.server, 59, 2022-09-15 19:04:39,059, 5a3615c4d1a74ce794383c940f230bf3: Received packet MESSAGE data 2/chat,["text",{"msg":"莫 薦 源 左食推?"}], INFO
socketio.server, 644, 2022-09-15 19:05:40,644, received event "text" from 5a3615c4d1a74ce794383c940f230bf3 [/chat], INFO
socketio.server, 646, 2022-09-15 19:05:40,646, emitting event "message" to しし [/chat], INFO
engineio.server, 649, 2022-09-15 19:05:40,649, 5a3615c4d1a74ce794383c940f230bf3: Client is gone, closing socket, INFO
engineio.server, 650, 2022-09-15 19:05:40,650, 5a3615c4d1a74ce794383c940f230bf3: Client is gone, closing socket, INFO
engineio.server, 654, 2022-09-15 19:05:40,654, 5a3615c4d1a74ce794383c940f230bf3: Received packet PING data None, INFO
engineio.server, 654, 2022-09-15 19:05:40,654, Receive error -- socket is closed, INFO
engineio.server, 706, 2022-09-15 19:05:40,706, f9615f9ccfb84e81a819e0d2c9dc9c18: Sending packet OPEN data {'sid': 'f9615f9ccfb84e81a819e0d2c9dc9c18', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 707, 2022-09-15 19:05:40,707, f9615f9ccfb84e81a819e0d2c9dc9c18: Sending packet MESSAGE data 0, INFO
engineio.server, 719, 2022-09-15 19:05:40,719, f9615f9ccfb84e81a819e0d2c9dc9c18: Received packet MESSAGE data 0/chat, INFO
engineio.server, 721, 2022-09-15 19:05:40,721, f9615f9ccfb84e81a819e0d2c9dc9c18: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 734, 2022-09-15 19:05:40,734, f9615f9ccfb84e81a819e0d2c9dc9c18: Received request to upgrade to websocket, INFO
engineio.server, 735, 2022-09-15 19:05:40,735, f9615f9ccfb84e81a819e0d2c9dc9c18: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 736, 2022-09-15 19:05:40,736, received event "joined" from f9615f9ccfb84e81a819e0d2c9dc9c18 [/chat], INFO
socketio.server, 737, 2022-09-15 19:05:40,737, f9615f9ccfb84e81a819e0d2c9dc9c18 is entering room しし [/chat], INFO
socketio.server, 737, 2022-09-15 19:05:40,737, emitting event "status" to しし [/chat], INFO
engineio.server, 738, 2022-09-15 19:05:40,738, f9615f9ccfb84e81a819e0d2c9dc9c18: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 745, 2022-09-15 19:05:40,745, f9615f9ccfb84e81a819e0d2c9dc9c18: Upgrade to websocket successful, INFO
engineio.server, 281, 2022-09-15 19:05:48,281, c5549326b135413bae1bb0eccbf345a9: Sending packet OPEN data {'sid': 'c5549326b135413bae1bb0eccbf345a9', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 283, 2022-09-15 19:05:48,283, c5549326b135413bae1bb0eccbf345a9: Sending packet MESSAGE data 0, INFO
engineio.server, 294, 2022-09-15 19:05:48,294, c5549326b135413bae1bb0eccbf345a9: Received packet MESSAGE data 0/chat, INFO
engineio.server, 297, 2022-09-15 19:05:48,297, c5549326b135413bae1bb0eccbf345a9: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 307, 2022-09-15 19:05:48,307, c5549326b135413bae1bb0eccbf345a9: Received request to upgrade to websocket, INFO
engineio.server, 311, 2022-09-15 19:05:48,311, c5549326b135413bae1bb0eccbf345a9: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 312, 2022-09-15 19:05:48,312, received event "joined" from c5549326b135413bae1bb0eccbf345a9 [/chat], INFO
socketio.server, 314, 2022-09-15 19:05:48,314, c5549326b135413bae1bb0eccbf345a9 is entering room しし [/chat], INFO
socketio.server, 314, 2022-09-15 19:05:48,314, emitting event "status" to しし [/chat], INFO
engineio.server, 315, 2022-09-15 19:05:48,315, f9615f9ccfb84e81a819e0d2c9dc9c18: Sending packet MESSAGE data 2/chat,["status",{"msg":"asds\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 316, 2022-09-15 19:05:48,316, c5549326b135413bae1bb0eccbf345a9: Sending packet MESSAGE data 2/chat,["status",{"msg":"asds\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 324, 2022-09-15 19:05:48,324, c5549326b135413bae1bb0eccbf345a9: Upgrade to websocket successful, INFO
engineio.server, 902, 2022-09-15 19:05:51,902, c5549326b135413bae1bb0eccbf345a9: Received packet MESSAGE data 2/chat,["text",{"msg":"しけいしけいし"}], INFO
socketio.server, 903, 2022-09-15 19:05:51,903, received event "text" from c5549326b135413bae1bb0eccbf345a9 [/chat], INFO
socketio.server, 906, 2022-09-15 19:05:51,906, emitting event "message" to しし [/chat], INFO
engineio.server, 907, 2022-09-15 19:05:51,907, f9615f9ccfb84e81a819e0d2c9dc9c18: Sending packet MESSAGE data 2/chat,["message",{"msg":"asds:\u3147\u3141\u3134\u3147\u3141\u3134\u3147"}], INFO
engineio.server, 907, 2022-09-15 19:05:51,907, c5549326b135413bae1bb0eccbf345a9: Sending packet MESSAGE data 2/chat,["message",{"msg":"asds:\u3147\u3141\u3134\u3147\u3141\u3134\u3147"}], INFO
engineio.server, 521, 2022-09-15 19:05:57,521, c5549326b135413bae1bb0eccbf345a9: Received packet MESSAGE data 2/chat,["text",{"msg":"しいけしけい"}], INFO
socketio.server, 522, 2022-09-15 19:05:57,522, received event "text" from c5549326b135413bae1bb0eccbf345a9 [/chat], INFO
socketio.server, 526, 2022-09-15 19:05:57,526, emitting event "message" to しし [/chat], INFO
engineio.server, 527, 2022-09-15 19:05:57,527, f9615f9ccfb84e81a819e0d2c9dc9c18: Sending packet MESSAGE data 2/chat,["message",{"msg":"asds:\u3147\u3134\u3141\u3147\u3141\u3134"}], INFO
engineio.server, 528, 2022-09-15 19:05:57,528, c5549326b135413bae1bb0eccbf345a9: Sending packet MESSAGE data 2/chat,["message",{"msg":"asds:\u3147\u3134\u3141\u3147\u3141\u3134"}], INFO
engineio.server, 169, 2022-09-15 19:05:58,169, c5549326b135413bae1bb0eccbf345a9: Received packet MESSAGE data 2/chat,["text",{"msg":"いけし"}], INFO
socketio.server, 171, 2022-09-15 19:05:58,171, received event "text" from c5549326b135413bae1bb0eccbf345a9 [/chat], INFO
socketio.server, 176, 2022-09-15 19:05:58,176, emitting event "message" to しし [/chat], INFO
engineio.server, 177, 2022-09-15 19:05:58,177, f9615f9ccfb84e81a819e0d2c9dc9c18: Sending packet MESSAGE data 2/chat,["message",{"msg":"asds:\u3134\u3141\u3147"}], INFO
engineio.server, 177, 2022-09-15 19:05:58,177, c5549326b135413bae1bb0eccbf345a9: Sending packet MESSAGE data 2/chat,["message",{"msg":"asds:\u3134\u3141\u3147"}], INFO
engineio.server, 685, 2022-09-15 19:05:59,685, c5549326b135413bae1bb0eccbf345a9: Received packet MESSAGE data 2/chat,["text",{"msg":"いしけし"}], INFO
socketio.server, 687, 2022-09-15 19:05:59,687, received event "text" from c5549326b135413bae1bb0eccbf345a9 [/chat], INFO
socketio.server, 691, 2022-09-15 19:05:59,691, emitting event "message" to しし [/chat], INFO
engineio.server, 692, 2022-09-15 19:05:59,692, f9615f9ccfb84e81a819e0d2c9dc9c18: Sending packet MESSAGE data 2/chat,["message",{"msg":"asds:\u3134\u3147\u3141\u3147"}], INFO
engineio.server, 694, 2022-09-15 19:05:59,694, c5549326b135413bae1bb0eccbf345a9: Sending packet MESSAGE data 2/chat,["message",{"msg":"asds:\u3134\u3147\u3141\u3147"}], INFO
engineio.server, 737, 2022-09-15 19:06:05,737, f9615f9ccfb84e81a819e0d2c9dc9c18: Received packet PING data None, INFO
engineio.server, 738, 2022-09-15 19:06:05,738, f9615f9ccfb84e81a819e0d2c9dc9c18: Sending packet PONG data None, INFO
engineio.server, 306, 2022-09-15 19:06:13,306, c5549326b135413bae1bb0eccbf345a9: Received packet PING data None, INFO
engineio.server, 307, 2022-09-15 19:06:13,307, c5549326b135413bae1bb0eccbf345a9: Sending packet PONG data None, INFO
engineio.server, 704, 2022-09-15 19:06:20,704, f700e44355e9412cbb7acc7ea3f18573: Client is gone, closing socket, INFO
engineio.server, 705, 2022-09-15 19:06:20,705, f700e44355e9412cbb7acc7ea3f18573: Client is gone, closing socket, INFO
engineio.server, 710, 2022-09-15 19:06:25,710, a65c30d72b3e412c8003165aeb1cc567: Client is gone, closing socket, INFO
engineio.server, 712, 2022-09-15 19:06:25,712, a65c30d72b3e412c8003165aeb1cc567: Client is gone, closing socket, INFO
engineio.server, 133, 2022-09-15 19:06:30,133, d972102e4f62416dbd3c4e994989a406: Sending packet OPEN data {'sid': 'd972102e4f62416dbd3c4e994989a406', 'upgrades': ['websocket'], 'pingTimeout': 60000, 'pingInterval': 25000}, INFO
engineio.server, 133, 2022-09-15 19:06:30,133, d972102e4f62416dbd3c4e994989a406: Sending packet MESSAGE data 0, INFO
engineio.server, 149, 2022-09-15 19:06:30,149, d972102e4f62416dbd3c4e994989a406: Received packet MESSAGE data 0/chat, INFO
engineio.server, 150, 2022-09-15 19:06:30,150, d972102e4f62416dbd3c4e994989a406: Sending packet MESSAGE data 0/chat, INFO
engineio.server, 156, 2022-09-15 19:06:30,156, d972102e4f62416dbd3c4e994989a406: Received request to upgrade to websocket, INFO
engineio.server, 162, 2022-09-15 19:06:30,162, d972102e4f62416dbd3c4e994989a406: Received packet MESSAGE data 2/chat,["joined",{}], INFO
socketio.server, 162, 2022-09-15 19:06:30,162, received event "joined" from d972102e4f62416dbd3c4e994989a406 [/chat], INFO
socketio.server, 163, 2022-09-15 19:06:30,163, d972102e4f62416dbd3c4e994989a406 is entering room しし [/chat], INFO
socketio.server, 163, 2022-09-15 19:06:30,163, emitting event "status" to しし [/chat], INFO
engineio.server, 164, 2022-09-15 19:06:30,164, c5549326b135413bae1bb0eccbf345a9: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 164, 2022-09-15 19:06:30,164, d972102e4f62416dbd3c4e994989a406: Sending packet MESSAGE data 2/chat,["status",{"msg":"host\ub2d8\uc774 \uc785\uc7a5\ud558\uc168\uc2b5\ub2c8\ub2e4"}], INFO
engineio.server, 169, 2022-09-15 19:06:30,169, d972102e4f62416dbd3c4e994989a406: Upgrade to websocket successful, INFO
engineio.server, 722, 2022-09-15 19:06:30,722, 6d88691363cd4a0aaf80ff9a9cab5d37: Client is gone, closing socket, INFO
engineio.server, 724, 2022-09-15 19:06:30,724, 6d88691363cd4a0aaf80ff9a9cab5d37: Client is gone, closing socket, INFO
engineio.server, 316, 2022-09-15 19:06:38,316, c5549326b135413bae1bb0eccbf345a9: Received packet PING data None, INFO
engineio.server, 317, 2022-09-15 19:06:38,317, c5549326b135413bae1bb0eccbf345a9: Sending packet PONG data None, INFO
engineio.server, 150, 2022-09-15 19:06:55,150, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 150, 2022-09-15 19:06:55,150, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 450, 2022-09-15 19:07:03,450, c5549326b135413bae1bb0eccbf345a9: Received packet PING data None, INFO
engineio.server, 450, 2022-09-15 19:07:03,450, c5549326b135413bae1bb0eccbf345a9: Sending packet PONG data None, INFO
engineio.server, 156, 2022-09-15 19:07:20,156, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 156, 2022-09-15 19:07:20,156, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 357, 2022-09-15 19:07:24,357, d972102e4f62416dbd3c4e994989a406: Received packet MESSAGE data 2/chat,["text",{"msg":"五室走 砺什闘五室走 砺什闘五室走 砺什闘五室走 砺什闘五室走 砺什闘五室走 砺什闘"}], INFO
socketio.server, 358, 2022-09-15 19:07:24,358, received event "text" from d972102e4f62416dbd3c4e994989a406 [/chat], INFO
socketio.server, 362, 2022-09-15 19:07:24,362, emitting event "message" to しし [/chat], INFO
engineio.server, 362, 2022-09-15 19:07:24,362, c5549326b135413bae1bb0eccbf345a9: Sending packet MESSAGE data 2/chat,["message",{"msg":"host:\uba54\uc138\uc9c0 \ud14c\uc2a4\ud2b8\uba54\uc138\uc9c0 \ud14c\uc2a4\ud2b8\uba54\uc138\uc9c0 \ud14c\uc2a4\ud2b8\uba54\uc138\uc9c0 \ud14c\uc2a4\ud2b8\uba54\uc138\uc9c0 \ud14c\uc2a4\ud2b8\uba54\uc138\uc9c0 \ud14c\uc2a4\ud2b8"}], INFO
engineio.server, 362, 2022-09-15 19:07:24,362, d972102e4f62416dbd3c4e994989a406: Sending packet MESSAGE data 2/chat,["message",{"msg":"host:\uba54\uc138\uc9c0 \ud14c\uc2a4\ud2b8\uba54\uc138\uc9c0 \ud14c\uc2a4\ud2b8\uba54\uc138\uc9c0 \ud14c\uc2a4\ud2b8\uba54\uc138\uc9c0 \ud14c\uc2a4\ud2b8\uba54\uc138\uc9c0 \ud14c\uc2a4\ud2b8\uba54\uc138\uc9c0 \ud14c\uc2a4\ud2b8"}], INFO
engineio.server, 467, 2022-09-15 19:07:28,467, c5549326b135413bae1bb0eccbf345a9: Received packet PING data None, INFO
engineio.server, 467, 2022-09-15 19:07:28,467, c5549326b135413bae1bb0eccbf345a9: Sending packet PONG data None, INFO
engineio.server, 169, 2022-09-15 19:07:45,169, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 170, 2022-09-15 19:07:45,170, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 483, 2022-09-15 19:07:53,483, c5549326b135413bae1bb0eccbf345a9: Received packet PING data None, INFO
engineio.server, 485, 2022-09-15 19:07:53,485, c5549326b135413bae1bb0eccbf345a9: Sending packet PONG data None, INFO
engineio.server, 794, 2022-09-15 19:08:10,794, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 795, 2022-09-15 19:08:10,795, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 458, 2022-09-15 19:08:19,458, c5549326b135413bae1bb0eccbf345a9: Received packet PING data None, INFO
engineio.server, 458, 2022-09-15 19:08:19,458, c5549326b135413bae1bb0eccbf345a9: Sending packet PONG data None, INFO
engineio.server, 790, 2022-09-15 19:08:36,790, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 792, 2022-09-15 19:08:36,792, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 464, 2022-09-15 19:08:45,464, c5549326b135413bae1bb0eccbf345a9: Received packet PING data None, INFO
engineio.server, 466, 2022-09-15 19:08:45,466, c5549326b135413bae1bb0eccbf345a9: Sending packet PONG data None, INFO
engineio.server, 798, 2022-09-15 19:09:02,798, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 800, 2022-09-15 19:09:02,800, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 458, 2022-09-15 19:09:11,458, c5549326b135413bae1bb0eccbf345a9: Received packet PING data None, INFO
engineio.server, 460, 2022-09-15 19:09:11,460, c5549326b135413bae1bb0eccbf345a9: Sending packet PONG data None, INFO
engineio.server, 832, 2022-09-15 19:09:13,832, d972102e4f62416dbd3c4e994989a406: Received packet MESSAGE data 2/chat,["text",{"msg":"ぞし"}], INFO
socketio.server, 833, 2022-09-15 19:09:13,833, received event "text" from d972102e4f62416dbd3c4e994989a406 [/chat], INFO
socketio.server, 836, 2022-09-15 19:09:13,836, emitting event "message" to しし [/chat], INFO
engineio.server, 837, 2022-09-15 19:09:13,837, c5549326b135413bae1bb0eccbf345a9: Sending packet MESSAGE data 2/chat,["message",{"msg":"host:\u314e\u3147"}], INFO
engineio.server, 838, 2022-09-15 19:09:13,838, d972102e4f62416dbd3c4e994989a406: Sending packet MESSAGE data 2/chat,["message",{"msg":"host:\u314e\u3147"}], INFO
engineio.server, 816, 2022-09-15 19:09:27,816, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 929, 2022-09-15 19:09:32,929, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 549, 2022-09-15 19:09:41,549, c5549326b135413bae1bb0eccbf345a9: Received packet PING data None, INFO
engineio.server, 549, 2022-09-15 19:09:41,549, c5549326b135413bae1bb0eccbf345a9: Sending packet PONG data None, INFO
engineio.server, 946, 2022-09-15 19:09:57,946, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 946, 2022-09-15 19:09:57,946, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 464, 2022-09-15 19:10:07,464, c5549326b135413bae1bb0eccbf345a9: Received packet PING data None, INFO
engineio.server, 464, 2022-09-15 19:10:07,464, c5549326b135413bae1bb0eccbf345a9: Sending packet PONG data None, INFO
engineio.server, 950, 2022-09-15 19:10:22,950, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 952, 2022-09-15 19:10:22,952, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 463, 2022-09-15 19:10:33,463, c5549326b135413bae1bb0eccbf345a9: Received packet PING data None, INFO
engineio.server, 465, 2022-09-15 19:10:33,465, c5549326b135413bae1bb0eccbf345a9: Sending packet PONG data None, INFO
engineio.server, 796, 2022-09-15 19:10:48,796, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 798, 2022-09-15 19:10:48,798, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 456, 2022-09-15 19:10:59,456, c5549326b135413bae1bb0eccbf345a9: Received packet PING data None, INFO
engineio.server, 456, 2022-09-15 19:10:59,456, c5549326b135413bae1bb0eccbf345a9: Sending packet PONG data None, INFO
engineio.server, 791, 2022-09-15 19:11:14,791, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 792, 2022-09-15 19:11:14,792, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 941, 2022-09-15 19:11:31,941, c5549326b135413bae1bb0eccbf345a9: Received packet PING data None, INFO
engineio.server, 943, 2022-09-15 19:11:31,943, c5549326b135413bae1bb0eccbf345a9: Sending packet PONG data None, INFO
engineio.server, 802, 2022-09-15 19:11:40,802, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 804, 2022-09-15 19:11:40,804, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
engineio.server, 462, 2022-09-15 19:11:57,462, c5549326b135413bae1bb0eccbf345a9: Received packet PING data None, INFO
engineio.server, 463, 2022-09-15 19:11:57,463, c5549326b135413bae1bb0eccbf345a9: Sending packet PONG data None, INFO
engineio.server, 799, 2022-09-15 19:12:06,799, d972102e4f62416dbd3c4e994989a406: Received packet PING data None, INFO
engineio.server, 801, 2022-09-15 19:12:06,801, d972102e4f62416dbd3c4e994989a406: Sending packet PONG data None, INFO
